0x14ffd18de1,bayonetta_airshooter
0x126f34f72a,ptrainer_sunbullet
0x15d04acd40,ptrainer_supermissile
0x136fc22321,ptrainer_supersonic
0x17c12afeec,ptrainer_sweatlittlemac
0x0e98f16a37,ptrainer_swing
0x0ee3021a62,ptrainer_sword
0x0fb98abc63,ptrainer_sword2
0x123a396632,ptrainer_swordbeam
0x1362e5f568,ptrainer_swordflare
0x0e8fce522b,ptrainer_table
0x0d66088780,ptrainer_takt
0x0fc1b145d1,ptrainer_tamago
0x0fff2c107b,ptrainer_tatami
0x13b4fbcba0,ptrainer_throwsweat
0x104a496794,ptrainer_thunder
0x0d2aa795dc,ptrainer_tico
0x0e4c3c50f7,ptrainer_timmy
0x0e69570f2b,ptrainer_tommy
0x10950d24c4,ptrainer_tomnook
0x1099ba144f,ptrainer_tornado
0x14e4a6a6ae,ptrainer_tornadoshot
0x0edde2476e,ptrainer_towel
0x14f8ee10e3,ptrainer_trafficsign
0x1333817b52,ptrainer_trampoline
0x17d3afb383,ptrainer_transportation
0x0d8c5b97d5,ptrainer_tree
0x1588ac6f76,ptrainer_trenchmortar
0x1b9491d2b0,ptrainer_trenchmortarbullet
0x1102893f25,ptrainer_triforce
0x10f19c89f1,ptrainer_trolley
0x1362f330bd,ptrainer_ultrasword
0x16a47f543d,ptrainer_ultraswordhat
0x1159e2a4d5,ptrainer_umbrella
0x0dd5d5ca04,ptrainer_vine
0x0f903b9bac,ptrainer_vortex
0x12cc5bee97,ptrainer_waddledee
0x1238e7a809,ptrainer_wariobike
0x1183ef845b,ptrainer_warioman
0x11f3265d3f,ptrainer_warpstar
0x0e82d4c9b7,ptrainer_water
0x148f9561f3,ptrainer_waterdragon
0x1458a4f65b,ptrainer_waterstream
0x0de1616480,ptrainer_wave
0x0e7e4e9670,ptrainer_weeds
0x0d4e37b57a,ptrainer_whip
0x0eaa4b119a,ptrainer_whip2
0x11e116f22f,ptrainer_whiphand
0x11760f8995,ptrainer_whipwire
0x12c7afe6db,ptrainer_whitebear
0x17b6df53ae,ptrainer_wickedweavearm
0x175b51ad75,ptrainer_wickedweaveleg
0x11c50f1e64,ptrainer_widebeam
0x0e7fd92b65,ptrainer_wiibo
0x0d016f388c,ptrainer_win1
0x0d98666936,ptrainer_win2
0x0def6159a0,ptrainer_win3
0x0fb89e03e5,ptrainer_window
0x112c46b15d,ptrainer_windummy
0x0d8367cc4d,ptrainer_wing
0x11f957846d,ptrainer_winsword
0x11100c8689,ptrainer_wirerope
0x0f00d7aaea,ptrainer_wolfen
0x1238137060,ptrainer_yoshibg01
0x1182382958,ptrainer_yoshimob
0x0d6c6dcb68,ptrainer_yoyo
0x1150cc6848,ptrainer_yoyohead
0x103aad6cab,purin_airshooter
0x0b8929961d,purin_ally1
0x0b1020c7a7,purin_ally2
0x0b6727f731,purin_ally3
0x0bf9436292,purin_ally4
0x0b8e445204,purin_ally5
0x0b174d03be,purin_ally6
0x0e93e3fa04,purin_allyarm1
0x0e0aeaabbe,purin_allyarm2
0x0e7ded9b28,purin_allyarm3
0x0e948e3e1d,purin_allyarm5
0x0e0d876fa7,purin_allyarm6
0x1423394b9a,purin_allyarmbullet1
0x14ba301a20,purin_allyarmbullet2
0x14cd372ab6,purin_allyarmbullet3
0x10b9bbda60,purin_ancientbow
0x15f4e0c48e,purin_ancientbowarrow
0x0c31cd94f6,purin_arrow1
0x0ca8c4c54c,purin_arrow2
0x137dd4601c,purin_artisticpoint
0x0c1b9645af,purin_arwing
0x1065202ab3,purin_arwingshot
0x17706939be,purin_attackairf_bullet
0x0e08fd327e,purin_auraball
0x1361a37bd1,purin_autoaimbullet
0x11ccc21b84,purin_autoreticle
0x098051c6f9,purin_axe
0x10f1a671e7,purin_background
0x0e743552a7,purin_backpack
0x1257dde9d5,purin_balanceboard
0x0d632557d8,purin_balloon
0x0fe3e44bb6,purin_barreljet
0x1039ef3df9,purin_barreljets
0x0973a7f14a,purin_bat
0x0bc99a3f6a,purin_baton
0x0c262124f1,purin_batten
0x0a47c7b3df,purin_beam
0x0b47006d81,purin_beast
0x0c7d14d00a,purin_beetle
0x0d034d6a27,purin_bigbird
0x1164cf47e2,purin_bigbirdbase
0x0f798dde0c,purin_bigpacman
0x0e9af88eb7,purin_bindball
0x0a56eeb38d,purin_bird
0x0f6bb6796c,purin_blackhole
0x0dd1cc3f2a,purin_blaster
0x146fccdf7a,purin_blaster_bullet
0x12d8ebf79f,purin_blasterchest
0x11d1d0616b,purin_blasterhead
0x11ce2192b3,purin_blasterwing
0x113f7ac108,purin_blazepillar
0x0e452270d6,purin_blizzard
0x0a6863d737,purin_blue
0x10f5ce43c5,purin_bluefalcon
0x1128207c22,purin_blunderbuss
0x0a765a6494,purin_bomb
0x0c8c639d49,purin_bonnie
0x0a3db0beb2,purin_book
0x0fd93e439c,purin_boomerang
0x103df085c0,purin_bosspackun
0x11ec3c0f9a,purin_bottomshoot
0x09742d8d7e,purin_bow
0x0efa20b737,purin_bowarrow
0x1157a969ec,purin_bowlingball
0x09e49290ef,purin_box
0x0c49931ee7,purin_breath
0x0b024cda30,purin_broom
0x0bb1933ba8,purin_bruce
0x0b85e05544,purin_brush
0x0c949767a2,purin_bucket
0x0e996fb61a,purin_building
0x0cc9bb6171,purin_bullet
0x0ddacdb2ff,purin_bunshin
0x0b09792737,purin_burst
0x09c36db3bc,purin_bus
0x1258a104d1,purin_butterflynet
0x0876972def,purin_c4
0x0ec141c405,purin_c4switch
0x098f076207,purin_can
0x104bb2e180,purin_cannonball
0x0975085f64,purin_cap
0x0bbd7a355f,purin_cappy
0x127f084fda,purin_capsuleblock
0x0d946ebdbb,purin_chakram
0x1231400e11,purin_championbelt
0x0d5039e4e3,purin_changer
0x122626343d,purin_chaosemerald
0x10daf9c051,purin_chargeshot
0x0d53e46c71,purin_chariot
0x120395ab8b,purin_chariotsight
0x0b14767458,purin_chrom
0x0aea703b48,purin_clay
0x1034094f62,purin_clayrocket
0x0b461b9153,purin_cloud
0x0c1b4aee33,purin_coffin
0x0c9f21e97b,purin_condor
0x16273ccec5,purin_copy_inkling_gun
0x17bac8ae71,purin_copy_inkling_tank
0x0b706434b3,purin_crack
0x0d0904e4a7,purin_cracker
0x0ba3af7758,purin_crash
0x0fb94872fb,purin_crashbomb
0x0b235493be,purin_cross
0x0b243e3a63,purin_crown
0x0d80947351,purin_crystal
0x0be6b42aa0,purin_cshot
0x0c33b2ba1b,purin_cypher
0x0ea06b5777,purin_daimonji
0x0f426f26f4,purin_deathball
0x0a337c37b1,purin_dein
0x0cf0957a68,purin_dein_s
0x0c2161d100,purin_demonp
0x0dc13a21e4,purin_dengeki
0x119fab8c9c,purin_dengekidama
0x0b6e04828e,purin_diver
0x0eeb9128ed,purin_dkbarrel
0x0eaa93c0d4,purin_doclouis
0x0b2ffc743a,purin_dokan
0x0c69f23eef,purin_dolfin
0x1011339446,purin_doseitable
0x0b1222a4e1,purin_doyle
0x1023cbd9e6,purin_dragonhand
0x0f2a53c376,purin_drcapsule
0x0e5eddd45d,purin_drmantle
0x0c267b5b93,purin_dunban
0x0cc6de7fe0,purin_elwind
0x0b5f661af7,purin_entry
0x11f3c7cc3c,purin_entryobject
0x0963c173f7,purin_esa
0x147756db24,purin_escapeairdummy
0x0cc6945e5c,purin_esword
0x0f0d338e7c,purin_explosion
0x143f98dcfd,purin_explosiveflame
0x1cb1e1d88c,purin_explosiveflame_reserve
0x1381f16b81,purin_exprosiveshot
0x0b545b4052,purin_fairy
0x11f97b6ab8,purin_falconpunch
0x0b99aebedf,purin_fence
0x0fae45b83b,purin_finalbeam
0x0fbf6cb869,purin_finalbird
0x0e6ea9b301,purin_finalcan
0x11c1dc9cbb,purin_finalcutter
0x1554937881,purin_finalcuttershot
0x0e8cb930ae,purin_finaldog
0x0f4c5d8320,purin_finalduck
0x1028567944,purin_finalenemy
0x107bc4bc1e,purin_finalgrass
0x11067368e2,purin_finalgunman
0x0b860e8c59,purin_fiora
0x0aae8b144c,purin_fire
0x0b651138a2,purin_fire2
0x0e57c66b1d,purin_fireball
0x1131f1da41,purin_firehydrant
0x16a512228b,purin_firehydrantwater
0x10d8563352,purin_firepillar
0x0e70ba4bc6,purin_firework
0x1196eec972,purin_fishingline
0x10483c4ceb,purin_fishingrod
0x11f9dd8ab8,purin_flamepillar
0x0cddbe352c,purin_flare1
0x0c44b76496,purin_flare2
0x107eb351aa,purin_flaredummy
0x133148edc1,purin_flaregrenades
0x0bdb89d884,purin_flash
0x0cd47f90de,purin_flower
0x0f28518d56,purin_flowerpot
0x0a226d3474,purin_food
0x0b8743c1ab,purin_forge
0x0be6ac8039,purin_forte
0x0fe8805d2b,purin_fourwings
0x128c37b373,purin_fullthrottle
0x0f1af935d3,purin_furniture
0x0bb074e861,purin_fusin
0x1183836d15,purin_fusionsword
0x0c5a1a7efd,purin_ganond
0x0c93b62be7,purin_garlic
0x0a4e7e8517,purin_gate
0x0b09a1aa87,purin_gbeam
0x0f6ed7490d,purin_gekkougas
0x0e111b1fff,purin_gigafire
0x11744bcd0a,purin_gimmickjump
0x0dd8357707,purin_godwing
0x0ebc3606b4,purin_gomorrah
0x0f4feb0635,purin_gongfinal
0x0b71db52c6,purin_gordo
0x0bdc4a1874,purin_grass
0x0d6dfe8ff9,purin_grenade
0x15abdc6bfa,purin_grenadelauncher
0x100bb60dac,purin_groundbomb
0x09a6a01d8e,purin_gun
0x0cabb36e00,purin_gunman
0x1246fbaaac,purin_gunmanbullet
0x12b43afa68,purin_gunnercharge
0x0d72faa03b,purin_gunship
0x0aeac43947,purin_gyro
0x10359ea4b9,purin_gyroholder
0x0d1876acef,purin_hadoken
0x0a6aa27c9a,purin_hair
0x0cad5ddb32,purin_hammer
0x1173f5d0fd,purin_hardknuckle
0x097e30749c,purin_hat
0x0c0902bfa2,purin_helmet
0x0e7c214079,purin_himohebi
0x0f337056d5,purin_himohebi2
0x0a9e982012,purin_hole
0x1177aaf76e,purin_hominglaser
0x127e290b6b,purin_homingtarget
0x0efed123d1,purin_hookshot
0x1241a74f8f,purin_hookshothand
0x0add0bc645,purin_horn
0x0b16dda89f,purin_horse
0x0b1392be1a,purin_house
0x0e7489faba,purin_hugebeam
0x113bb55ce8,purin_hugecapsule
0x0f4c924078,purin_hugeflame
0x0e7461885c,purin_hulahoop
0x0927745cdb,purin_ice
0x0d4a02e605,purin_iceberg
0x124ec8c690,purin_iceberg_wind
0x10ba33d1a6,purin_iceberghit
0x0dd1ad686e,purin_iceshot
0x0ea677f1d2,purin_illusion
0x0f2d6cf771,purin_inkbullet
0x0e23a791d1,purin_ironball
0x0fbcfb8186,purin_jethammer
0x0e26a1190c,purin_kaminari
0x0a3842bddb,purin_kart
0x0ce9dbc24e,purin_kassar
0x0d44bc1fb5,purin_kinopio
0x12f83982f8,purin_kinopiospore
0x0bce071faf,purin_knife
0x0c23bfceba,purin_koopag
0x0ebea1f8d3,purin_kumatora
0x11e604d9e6,purin_kurofukuhat
0x0b9d0b234b,purin_laser
0x0cfb462d36,purin_laser2
0x10293a3ed0,purin_leafcutter
0x10281d2765,purin_leafshield
0x0d1b6d19ee,purin_leftarm
0x0ffded49f0,purin_lightning
0x13c041f6e5,purin_lightshuriken
0x1096d960d8,purin_littlemacg
0x1497785103,purin_lock_on_cursor
0x129732281e,purin_lockoncursor
0x178b2c06be,purin_lockoncursorready
0x0e595293e3,purin_lucariom
0x0f929e81ef,purin_magichand
0x0f287e09d5,purin_mainlaser
0x0caec3431e,purin_mantle
0x0b6e1a4319,purin_mario
0x0a893adeb3,purin_mask
0x0fbe84a3ec,purin_maskfinal
0x0b86b15421,purin_mball
0x14cae22851,purin_megaphonelaser
0x0ace617504,purin_melt
0x0cd1fd4d66,purin_meteor
0x0d075d1fb6,purin_mewtwom
0x1004cd0967,purin_miimissile
0x12b4aa31ba,purin_miipartshead
0x0a4a738195,purin_milk
0x0d2b86143f,purin_missile
0x0a9c1d76bb,purin_mona
0x0eba4a4993,purin_moneybag
0x11a5675fb8,purin_monsterball
0x0a15b95a6b,purin_moon
0x109d76ab1a,purin_narrowbeam
0x0a1541f450,purin_navy
0x0c16f0b301,purin_needle
0x104db29980,purin_needlehave
0x15acc26ea1,purin_newdededehammer
0x0cbe71e620,purin_nikita
0x131a2749a2,purin_nikitamissile
0x13e8809c8b,purin_normal_weapon
0x0e91bba82b,purin_obakyumu
0x0dc94e96f1,purin_octopus
0x0c07f93a06,purin_office
0x09a0ca7047,purin_oil
0x0971b29630,purin_pad
0x0bd6ea5488,purin_panel
0x0fcaa1d42c,purin_parachute
0x0f7b0292ed,purin_paralyzer
0x16b707d394,purin_paralyzer_bullet
0x0ebeaf7fa9,purin_parasail
0x0d3635525e,purin_partner
0x0b69eadfed,purin_paula
0x0d81ed15f6,purin_peanuts
0x11eadc043d,purin_pfushigisou
0x0d6f889ae6,purin_phantom
0x0a6f981218,purin_pick
0x142ea321f1,purin_picopicohammer
0x0b308d8ca4,purin_piece
0x0920624d82,purin_pig
0x0cef775c9a,purin_pikmin
0x0f7015aa13,purin_piratehat
0x0c5e306de9,purin_pkfire
0x0d7dc5349a,purin_pkflash
0x0ecf90d491,purin_pkfreeze
0x11545b58cb,purin_pkstarstorm
0x0f189bfe78,purin_pkthunder
0x0b05d950dc,purin_plate
0x0f3b08c45f,purin_plizardon
0x0d08fe11e4,purin_plunger
0x0d351a04e0,purin_pointer
0x12615eddae,purin_poisonbreath
0x0c07f86143,purin_pompon
0x0978e36236,purin_poo
0x09f286abda,purin_pot
0x0f79becce7,purin_powerstar
0x115452ff72,purin_psychobreak
0x0ee90b4e69,purin_ptrainer
0x0a6e42ac6e,purin_pump
0x0f52ec64cc,purin_pumpwater
0x0c95e88605,purin_punch1
0x0c0ce1d7bf,purin_punch2
0x0c7be6e729,purin_punch3
0x0f9d6e4bb5,purin_pushfinal
0x1061d0307d,purin_pushobject
0x0f2aa34387,purin_pzenigame
0x0c5be4ca8a,purin_qigong
0x0aaf09f602,purin_rail
0x161f731d81,purin_rapidshot_bullet
0x156767cf9a,purin_reflectionboard
0x11146fb69f,purin_remainclown
0x0c89d9c63f,purin_rescue
0x0d18fe866a,purin_reserve
0x0d4dc1d65e,purin_reticle
0x1436caa15e,purin_reticle_cursor
0x0ed288045f,purin_rightarm
0x0ae34631b7,purin_riki
0x0a7989e8f5,purin_ring
0x10f00a88b4,purin_rockbuster
0x11e5e3d6af,purin_rockmandash
0x105714a4fd,purin_rockmanexe
0x0ecbd2a800,purin_rockmanx
0x0c095e49fc,purin_roller
0x0f88efd546,purin_rollerink
0x0a474bcab4,purin_rope
0x0bd69e8252,purin_rope2
0x18d4e188ef,purin_rosettaticomissile
0x0efe43ce5d,purin_roysword
0x0ad0d79ab7,purin_rpg7
0x0cc94f9ce6,purin_rubber
0x0ef3d00b48,purin_rushcoil
0x0fdcd527b0,purin_ryusensya
0x0a733eec4e,purin_sack
0x0c24ef0f59,purin_samusp
0x0d4d714dc3,purin_scarier
0x0cc7588aa3,purin_search
0x0ab2d2fe85,purin_seed
0x10d01f6e22,purin_shadowball
0x1133202020,purin_shadowmario
0x1370616b70,purin_shinkuhadoken
0x105867b568,purin_shinryuken
0x19df19dea4,purin_shootingstarrockman
0x0c8929f262,purin_shovel
0x0ca608f802,purin_shrine
0x0eef75fc7e,purin_shuriken
0x109dfc2f7b,purin_silhouette
0x11514c9665,purin_silhouettel
0x0cb2d36c06,purin_simple
0x0efaf353db,purin_simple2l
0x0e00fc6eb8,purin_simple2r
0x0b7b74452b,purin_sleep
0x0f59462acc,purin_slingshot
0x0dba694c25,purin_slosher
0x0be95448aa,purin_spark
0x0bebd90924,purin_spear
0x0f60c104cf,purin_spearhand
0x15efd998b2,purin_specialn_bullet
0x141359655f,purin_specialupdummy
0x0f876a0c9b,purin_spikeball
0x0c9fb71c25,purin_spiral
0x0ea54ac125,purin_spitball
0x0cc99045f4,purin_splash
0x106ca347c2,purin_splashbomb
0x121a884c5d,purin_spreadbullet
0x1694f016e0,purin_sprinkling_water
0x0c3193b39b,purin_sprout
0x0b734ef268,purin_squid
0x0b1a8e5be2,purin_stake
0x0a3f8e4797,purin_star
0x11b234ec15,purin_starmissile
0x0f925a8c11,purin_starpiece
0x1178b4df19,purin_stealthbomb
0x13389a6d0b,purin_stealthbomb_s
0x111f350e54,purin_stethoscope
0x0b6d6782ad,purin_stone
0x0db38406bd,purin_strings
0x0b2d067fb9,purin_stuff
0x0b3a261323,purin_stump
0x0f676b3d44,purin_sunbullet
0x1258c258c3,purin_supermissile
0x10c5c030b4,purin_supersonic
0x1451e1da27,purin_sweatlittlemac
0x0b955130dd,purin_swing
0x0beea24088,purin_sword
0x0cf958175f,purin_sword2
0x0f3266ac5c,purin_swordbeam
0x10c8e7e6fd,purin_swordflare
0x0b826e08c1,purin_table
0x0aab38530a,purin_takt
0x0c8163eeed,purin_tamago
0x0cbffebb47,purin_tatami
0x101ef9d835,purin_throwsweat
0x0d6566c9b8,purin_thunder
0x0ae7974156,purin_tico
0x0b419c0a1d,purin_timmy
0x0b64f755c1,purin_tommy
0x0dba228ae8,purin_tomnook
0x0db695ba63,purin_tornado
0x116469c376,purin_tornadoshot
0x0bd0421d84,purin_towel
0x117821753b,purin_trafficsign
0x10998368c7,purin_trampoline
0x1443649748,purin_transportation
0x0a416b435f,purin_tree
0x120024faf5,purin_trenchmortar
0x18d298c84a,purin_trenchmortarbullet
0x0e307e7c68,purin_triforce
0x0ddeb327dd,purin_trolley
0x10c8f12328,purin_ultrasword
0x13d0460e32,purin_ultraswordhat
0x0e6b15e798,purin_umbrella
0x0a18e51e8e,purin_vine
0x0cd0e93090,purin_vortex
0x0fc40424f9,purin_waddledee
0x0f30b86267,purin_wariobike
0x0eb118c716,purin_warioman
0x0ec1d11e72,purin_warpstar
0x0b8f74935d,purin_water
0x110f5a042b,purin_waterdragon
0x11d86b9383,purin_waterstream
0x0a2c51b00a,purin_wave
0x0b73eecc9a,purin_weeds
0x0a830761f0,purin_whip
0x0ba7eb4b70,purin_whip2
0x0ed3e1b162,purin_whiphand
0x0e44f8cad8,purin_whipwire
0x0fcff02cb5,purin_whitebear
0x1426147765,purin_wickedweavearm
0x14cb9a89be,purin_wickedweaveleg
0x0ef7f85d29,purin_widebeam
0x0b7279718f,purin_wiibo
0x0acc5fec06,purin_win1
0x0a5556bdbc,purin_win2
0x0a22518d2a,purin_win3
0x0cf84ca8d9,purin_window
0x0e1eb1f210,purin_windummy
0x0a4e5718c7,purin_wing
0x0ecba0c720,purin_winsword
0x0e22fbc5c4,purin_wirerope
0x0c400501d6,purin_wolfen
0x0f304cba0e,purin_yoshibg01
0x0eb0cf6a15,purin_yoshimob
0x0aa15d1fe2,purin_yoyo
0x0e623b2b05,purin_yoyohead
0x145e6a9297,pzenigame_airshooter
0x0f3c26ce10,pzenigame_ally1
0x0fa52f9faa,pzenigame_ally2
0x0fd228af3c,pzenigame_ally3
0x0f4c4c3a9f,pzenigame_ally4
0x0f3b4b0a09,pzenigame_ally5
0x0fa2425bb3,pzenigame_ally6
0x1279e6a32f,pzenigame_allyarm1
0x12e0eff295,pzenigame_allyarm2
0x1297e8c203,pzenigame_allyarm3
0x127e8b6736,pzenigame_allyarm5
0x12e782368c,pzenigame_allyarm6
0x18e8fab691,pzenigame_allyarmbullet1
0x1871f3e72b,pzenigame_allyarmbullet2
0x1806f4d7bd,pzenigame_allyarmbullet3
0x14dd7c245c,pzenigame_ancientbow
0x1963f9defb,pzenigame_ancientbowarrow
0x104fc9e713,pzenigame_arrow1
0x10d6c0b6a9,pzenigame_arrow2
0x17df9ae7ac,pzenigame_artisticpoint
0x106592364a,pzenigame_arwing
0x1401e7d48f,pzenigame_arwingshot
0x1bdf43da6e,pzenigame_attackairf_bullet
0x12e2f86b55,pzenigame_auraball
0x17c3edfc61,pzenigame_autoaimbullet
0x15e3c9a0fd,pzenigame_autoreticle
0x0d7782b855,pzenigame_axe
0x1495618fdb,pzenigame_background
0x129e300b8c,pzenigame_backpack
0x167e2b2bf6,pzenigame_balanceboard
0x11b33b455c,pzenigame_balloon
0x134fb2b7af,pzenigame_barreljet
0x145d28c3c5,pzenigame_barreljets
0x0d84748fe6,pzenigame_bat
0x0f7c956767,pzenigame_baton
0x1058255714,pzenigame_batten
0x0e98508f62,pzenigame_beam
0x0ff20f358c,pzenigame_beast
0x100310a3ef,pzenigame_beetle
0x11d35378a3,pzenigame_bigbird
0x154bc4fc9b,pzenigame_bigbirdbase
0x13d5db2215,pzenigame_bigpacman
0x1270fdd79c,pzenigame_bindball
0x0e89798f30,pzenigame_bird
0x13c7e08575,pzenigame_blackhole
0x1101d22dae,pzenigame_blaster
0x18a40f2271,pzenigame_blaster_bullet
0x16f11d35bc,pzenigame_blasterchest
0x15fedbda12,pzenigame_blasterhead
0x15e12a29ca,pzenigame_blasterwing
0x1510717a71,pzenigame_blazepillar
0x12af2729fd,pzenigame_blizzard
0x0eb7f4eb8a,pzenigame_blue
0x149109bdf9,pzenigame_bluefalcon
0x15072bc75b,pzenigame_blunderbuss
0x0ea9cd5829,pzenigame_bomb
0x10f267eeac,pzenigame_bonnie
0x0ee227820f,pzenigame_book
0x137568bf85,pzenigame_boomerang
0x1459377bfc,pzenigame_bosspackun
0x15c337b4e3,pzenigame_bottomshoot
0x0d83fef3d2,pzenigame_bow
0x121025ee1c,pzenigame_bowarrow
0x1578a2d295,pzenigame_bowlingball
0x0d1341ee43,pzenigame_box
0x1037976d02,pzenigame_breath
0x0fb743823d,pzenigame_broom
0x0f049c63a5,pzenigame_bruce
0x0f30ef0d49,pzenigame_brush
0x10ea931447,pzenigame_bucket
0x12736aef31,pzenigame_building
0x10b7bf1294,pzenigame_bullet
0x110ad3a07b,pzenigame_bunshin
0x0fbc767f3a,pzenigame_burst
0x0d34becd10,pzenigame_bus
0x167157c6f2,pzenigame_butterflynet
0x0cc7bedc7b,pzenigame_c4
0x122b449d2e,pzenigame_c4switch
0x0d78d41cab,pzenigame_can
0x142f751fbc,pzenigame_cannonball
0x0d82db21c8,pzenigame_cap
0x0f08756d52,pzenigame_cappy
0x1656fe8df9,pzenigame_capsuleblock
0x114470af3f,pzenigame_chakram
0x1618b6cc32,pzenigame_championbelt
0x118027f667,pzenigame_changer
0x160fd0f61e,pzenigame_chaosemerald
0x14be3e3e6d,pzenigame_chargeshot
0x1183fa7ef5,pzenigame_chariot
0x162a6369a8,pzenigame_chariotsight
0x0fa1792c55,pzenigame_chrom
0x0e35e707f5,pzenigame_clay
0x1450ceb15e,pzenigame_clayrocket
0x0ff314c95e,pzenigame_cloud
0x10654e9dd6,pzenigame_coffin
0x10e1259a9e,pzenigame_condor
0x1a07c4526c,pzenigame_copy_inkling_gun
0x1b15e24da1,pzenigame_copy_inkling_tank
0x0fc56b6cbe,pzenigame_crack
0x11d91af623,pzenigame_cracker
0x0f16a02f55,pzenigame_crash
0x13151e8ee2,pzenigame_crashbomb
0x0f965bcbb3,pzenigame_cross
0x0f9131626e,pzenigame_crown
0x11508a61d5,pzenigame_crystal
0x0f53bb72ad,pzenigame_cshot
0x104db6c9fe,pzenigame_cypher
0x124a6e0e5c,pzenigame_daimonji
0x13ee39daed,pzenigame_deathball
0x0eeceb0b0c,pzenigame_dein
0x108e91098d,pzenigame_dein_s
0x105f65a2e5,pzenigame_demonp
0x1111243360,pzenigame_dengeki
0x15b0a037e5,pzenigame_dengekidama
0x0fdb0bda83,pzenigame_diver
0x12019471c6,pzenigame_dkbarrel
0x12409699ff,pzenigame_doclouis
0x0f9af32c37,pzenigame_dokan
0x1017f64d0a,pzenigame_dolfin
0x1475f46a7a,pzenigame_doseitable
0x0fa72dfcec,pzenigame_doyle
0x14470c27da,pzenigame_dragonhand
0x1386053f6f,pzenigame_drcapsule
0x12b4d88d76,pzenigame_drmantle
0x10587f2876,pzenigame_dunban
0x10b8da0c05,pzenigame_elwind
0x0fea6942fa,pzenigame_entry
0x15dccc7745,pzenigame_entryobject
0x0d94120d5b,pzenigame_esa
0x18bc95262f,pzenigame_escapeairdummy
0x10b8902db9,pzenigame_esword
0x13a1657265,pzenigame_explosion
0x18f45b21f6,pzenigame_explosiveflame
0x20e09b2a13,pzenigame_explosiveflame_reserve
0x1723bfec31,pzenigame_exprosiveshot
0x0fe154185f,pzenigame_fairy
0x15d670d1c1,pzenigame_falconpunch
0x0f2ca1e6d2,pzenigame_fence
0x1302134422,pzenigame_finalbeam
0x13133a4470,pzenigame_finalbird
0x1284acea2a,pzenigame_finalcan
0x15eed727c2,pzenigame_finalcutter
0x19c38a62f4,pzenigame_finalcuttershot
0x1266bc6985,pzenigame_finaldog
0x13e00b7f39,pzenigame_finalduck
0x144c918778,pzenigame_finalenemy
0x141f034222,pzenigame_finalgrass
0x152978d39b,pzenigame_finalgunman
0x0f3301d454,pzenigame_fiora
0x0e711c28f1,pzenigame_fire
0x0fd01e60af,pzenigame_fire2
0x12bdc33236,pzenigame_fireball
0x151efa6138,pzenigame_firehydrant
0x1a85eabe22,pzenigame_firehydrantwater
0x14bc91cd6e,pzenigame_firepillar
0x129abf12ed,pzenigame_firework
0x15b9e5720b,pzenigame_fishingline
0x142cfbb2d7,pzenigame_fishingrod
0x15d6d631c1,pzenigame_flamepillar
0x10a3ba46c9,pzenigame_flare1
0x103ab31773,pzenigame_flare2
0x141a74af96,pzenigame_flaredummy
0x1793066a71,pzenigame_flaregrenades
0x0f6e868089,pzenigame_flash
0x10aa7be33b,pzenigame_flower
0x138407714f,pzenigame_flowerpot
0x0efdfa08c9,pzenigame_food
0x0f324c99a6,pzenigame_forge
0x0f53a3d834,pzenigame_forte
0x1344d6a132,pzenigame_fourwings
0x16a5c17150,pzenigame_fullthrottle
0x13b6afc9ca,pzenigame_furniture
0x0f057bb06c,pzenigame_fusin
0x15ac88d66c,pzenigame_fusionsword
0x10241e0d18,pzenigame_ganond
0x10edb25802,pzenigame_garlic
0x0e91e9b9aa,pzenigame_gate
0x0fbcaef28a,pzenigame_gbeam
0x13c281b514,pzenigame_gekkougas
0x12fb1e46d4,pzenigame_gigafire
0x155b407673,pzenigame_gimmickjump
0x11082b6583,pzenigame_godwing
0x1256335f9f,pzenigame_gomorrah
0x13e3bdfa2c,pzenigame_gongfinal
0x0fc4d40acb,pzenigame_gordo
0x0f69454079,pzenigame_grass
0x11bde09d7d,pzenigame_grenade
0x193cc5718f,pzenigame_grenadelauncher
0x146f71f390,pzenigame_groundbomb
0x0d51736322,pzenigame_gun
0x10d5b71de5,pzenigame_gunman
0x166f0d688f,pzenigame_gunmanbullet
0x169dcc384b,pzenigame_gunnercharge
0x11a2e4b2bf,pzenigame_gunship
0x0e355305fa,pzenigame_gyro
0x1451595a85,pzenigame_gyroholder
0x11c868be6b,pzenigame_hadoken
0x0eb5354027,pzenigame_hair
0x10d359a8d7,pzenigame_hammer
0x155cfe6b84,pzenigame_hardknuckle
0x0d89e30a30,pzenigame_hat
0x107706cc47,pzenigame_helmet
0x1296241952,pzenigame_himohebi
0x139f26aacc,pzenigame_himohebi2
0x0e410f1caf,pzenigame_hole
0x1558a14c17,pzenigame_hominglaser
0x1657dfc948,pzenigame_homingtarget
0x1214d47afa,pzenigame_hookshot
0x1668518dac,pzenigame_hookshothand
0x0e029cfaf8,pzenigame_horn
0x0fa3d2f092,pzenigame_horse
0x0fa69de617,pzenigame_house
0x129e8ca391,pzenigame_hugebeam
0x1514bee791,pzenigame_hugecapsule
0x13e0c4bc61,pzenigame_hugeflame
0x129e64d177,pzenigame_hulahoop
0x0dd0a72277,pzenigame_ice
0x119a1cf481,pzenigame_iceberg
0x16673e04b3,pzenigame_iceberg_wind
0x14def42f9a,pzenigame_iceberghit
0x1101b37aea,pzenigame_iceshot
